Fundos,Setor,Preço Atual (R$),Liquidez Diária (R$),P/VP,Último Dividendo,Dividend Yield,DY (3M) Acumulado,DY (6M) Acumulado,DY (12M) Acumulado,DY (3M) média,DY (6M) média,DY (12M) média,DY Ano,Variação Preço,Rentab. Período,Rentab. Acumulada,Patrimônio Líquido,VPA,P/VPA,DY Patrimonial,Variação Patrimonial,Rentab. Patr. Período,Rentab. Patr. Acumulada,Quant. Ativos,Volatilidade,Num. Cotistas,Tax. Gestão,Tax. Performance,Tax. Administração
CACR11,Papéis,"81,50","2.505.778,17","0,87","1,35","1,40 %","4,30 %","8,70 %","17,78 %","1,43 %","1,45 %","1,48 %","11,97 %","-4,78 %","-3,45 %","25,66 %","460.265.927,91","95,17","0,86","1,52 %","-8,08 %","-6,67 %","30,34 %",14,"20,70",24.423,N/A,"1,00 % a.a","20,00 % a.a"
CARE11,Misto,"1,14","5.105,39","0,16","0,01","1,13 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","6,79 %","-2,63 %","-1,53 %","-2,26 %","249.882.258,24","1,60","0,71","0,10 %","-0,24 %","-0,14 %","3,56 %",14,"40,58",56,N/A,"1,55 % a.a","20,00 % a.a"
CBOP11,Lajes Corporativas,"23,00","7.685,14","0,35","0,10","0,43 %","1,22 %","2,58 %","4,33 %","0,41 %","0,43 %","0,36 %","3,52 %","3,20 %","3,64 %","3,89 %","95.582.244,35","67,55","0,34","0,15 %","-8,49 %","-8,36 %","-18,33 %",1,"53,24",2.233,N/A,"0,30 % a.a",N/A
CCME11,Indefinido,"8,63","177.410,74","0,84","0,08","0,95 %","2,86 %","5,81 %","11,67 %","0,95 %","0,97 %","0,97 %","7,88 %","-3,08 %","-2,16 %","23,45 %","700.807.137,56",N/A,N/A,N/A,N/A,N/A,N/A,1,"30,70",8.265,"1,25 % a.a","0,15 % a.a","20,00 % a.a"
CCRF11,Papéis,"92,50","1.276,82","1,45","3,50","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %",N/A,"118.155.565,38","93,23","0,99","3,76 %","-2,86 %","0,79 %","3,55 %",14,"8,06",8.102,N/A,N/A,N/A
CCVA11,Indefinido,"98,97","159.202,27","1,01","0,53","0,00 %","0,00 %","1,08 %","3,92 %","0,00 %","0,18 %","0,33 %","2,29 %","0,00 %","0,00 %",N/A,"60.471.384,34",N/A,N/A,N/A,N/A,N/A,N/A,1,"4,68",1,N/A,N/A,N/A
CDII11,Indefinido,"106,83","3.195.324,61",N/A,"1,61","1,51 %","4,11 %","7,66 %","14,78 %","1,37 %","1,28 %","1,23 %","10,00 %","0,67 %","2,19 %","19,98 %",N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,"14,24",0,N/A,"1,00 % a.a",N/A
CEOC11,Lajes Corporativas,"41,90","20.650,26","0,58","0,47","1,11 %","3,35 %","7,00 %","14,37 %","1,12 %","1,17 %","1,20 %","9,50 %","-0,68 %","0,42 %","29,55 %","132.025.374,14","72,71","0,58","0,65 %","-7,73 %","-7,13 %","-15,30 %",1,"19,66",4.035,N/A,"0,20 % a.a",N/A
CFHI11,Fundo de Desenvolvimento,"320,00","320,00","1,03","65,00","0,00 %","0,00 %","21,79 %","23,53 %","0,00 %","3,63 %","2,14 %","23,53 %","0,00 %","0,00 %",N/A,"29.351.679,76",N/A,N/A,N/A,N/A,N/A,N/A,7,"87,95",101,N/A,N/A,N/A
CFII11,Indefinido,"650,00","520,00","0,66","105,00","0,00 %","0,00 %","4,09 %","13,43 %","0,00 %","0,68 %","1,49 %","13,43 %","0,00 %","0,00 %",N/A,"124.595.142,09",N/A,N/A,N/A,N/A,N/A,N/A,5,"64,01",112,N/A,N/A,N/A
CIXM11,Misto,"9,04","220.499,50","0,23","0,15","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %",N/A,"239.776.833,04",N/A,N/A,N/A,N/A,N/A,N/A,14,N/A,108,N/A,N/A,N/A
CJCT11,Lajes Corporativas,"60,00","2.206.379,45","0,84","0,20","0,33 %","1,23 %","2,10 %","3,39 %","0,41 %","0,35 %","0,28 %","2,74 %","-1,44 %","-1,11 %","23,04 %","229.044.214,43","57,90","1,04","0,00 %","0,58 %","0,58 %","0,58 %",1,"31,42",878,N/A,N/A,N/A
CLIN11,Fundo de Fundos,"88,86","508.149,22","0,91","1,00","1,12 %","3,58 %","7,46 %","14,71 %","1,19 %","1,24 %","1,23 %","10,12 %","-3,79 %","-2,72 %","26,14 %","421.237.172,01",N/A,N/A,N/A,N/A,N/A,N/A,14,"19,12",12.390,N/A,"1,05 % a.a",N/A
CNES11,Lajes Corporativas,"1,24","66.588,09","0,16","0,01","0,64 %","1,56 %","3,40 %","7,57 %","0,52 %","0,57 %","0,63 %","5,13 %","2,50 %","3,16 %","25,68 %","258.302.277,66","7,57","0,16","0,05 %","-91,54 %","-91,53 %","-91,16 %",1,"35,63",90.036,N/A,"0,30 % a.a",N/A
COPP11,Lajes Corporativas,"103,00","1.827.632,00","0,95","0,75","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %",N/A,"518.545.832,67",N/A,N/A,N/A,N/A,N/A,N/A,4,"17,75",126,N/A,N/A,N/A
CORM11,Lajes Corporativas,N/A,N/A,N/A,"0,77","0,90 %","2,76 %","5,35 %","11,38 %","0,92 %","0,89 %","0,95 %","6,20 %","-2,97 %","-2,10 %","-4,27 %",N/A,"90,56",N/A,"0,89 %","-2,33 %","-1,45 %","0,21 %",0,N/A,0,N/A,N/A,N/A
CPFO11,Fundo de Fundos,N/A,N/A,N/A,"31,42","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %",N/A,"118.155.565,38",N/A,N/A,N/A,N/A,N/A,N/A,14,N/A,8.102,N/A,N/A,N/A
CPLG11,Misto,"11,80","18.814.089,91","1,22","0,03","0,26 %","0,67 %","4,42 %","7,75 %","0,67 %","0,74 %","0,97 %","4,42 %","2,44 %","2,71 %","21,44 %","332.390.719,14",N/A,N/A,N/A,N/A,N/A,N/A,1,"37,28",397,N/A,"0,90 % a.a","10,00 % a.a"
CPOF11,Misto,"110,00","7.503.815,25","0,99","0,75","0,00 %","0,60 %","1,35 %","6,24 %","0,60 %","0,23 %","0,52 %","2,96 %","0,00 %","0,00 %",N/A,"518.545.832,67",N/A,N/A,N/A,N/A,N/A,N/A,4,"43,26",126,N/A,N/A,N/A
CPSH11,Indefinido,"9,39","1.415.048,96","0,80","0,10","1,05 %","3,10 %","6,42 %","13,50 %","1,03 %","1,07 %","1,13 %","8,76 %","-3,94 %","-2,93 %","23,24 %","933.384.512,43",N/A,N/A,N/A,N/A,N/A,N/A,7,"14,65",22.116,N/A,"0,92 % a.a","10,00 % a.a"
CPTI11,Indefinido,"81,10","1.235.764,52",N/A,"1,00","1,22 %","3,61 %","7,31 %","14,79 %","1,20 %","1,22 %","1,23 %","9,96 %","-1,78 %","-0,58 %","13,54 %",N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,"16,50",0,N/A,"1,00 % a.a",N/A
CPTR11,Indefinido,"7,48","192.598,04","0,75","0,11","1,37 %","4,37 %","8,20 %","11,93 %","1,46 %","1,37 %","0,99 %","9,33 %","2,00 %","3,40 %","6,37 %","195.672.303,20","9,87","0,76","1,11 %","-90,00 %","-89,89 %","-89,74 %",0,"17,91",21.953,N/A,"1,00 % a.a","20,00 % a.a"
CPTS11,Papéis,"7,32","4.364.824,57","0,82","0,09","1,18 %","3,58 %","7,13 %","13,95 %","1,19 %","1,19 %","1,16 %","9,61 %","-2,15 %","-1,00 %","31,77 %","2.914.035.233,99","8,87","0,83","0,99 %","-90,01 %","-89,91 %","-89,81 %",14,"15,67",356.073,"0,82 % a.a",N/A,N/A
CPUR11,Misto,"10,29","2.285.003,04","1,04","0,05","0,51 %","2,04 %","5,00 %","11,22 %","0,68 %","0,83 %","0,94 %","7,30 %","-2,42 %","-1,92 %","14,41 %","615.592.123,52",N/A,N/A,N/A,N/A,N/A,N/A,13,"12,35",1.393,"1,00 % a.a",N/A,"10,00 % a.a"
CRAA11,Indefinido,"94,85","467.815,22","0,93","1,25","1,30 %","3,92 %","7,69 %","14,00 %","1,31 %","1,28 %","1,17 %","9,64 %","-0,99 %","0,30 %","31,08 %","241.829.110,61","102,04","0,93","1,23 %","0,00 %","0,00 %","0,00 %",0,"12,15",9.485,N/A,"1,15 % a.a","20,00 % a.a"
CRFF11,Fundo de Fundos,"74,20","25.091,09","0,94","0,61","0,87 %","2,55 %","5,05 %","10,74 %","0,85 %","0,84 %","0,90 %","8,04 %","-3,52 %","-2,68 %","15,83 %","55.769.698,78","80,82","0,92","0,75 %","-3,79 %","-3,06 %","2,37 %",14,"41,21",1.250,N/A,N/A,N/A
CSMC11,Indefinido,N/A,N/A,N/A,"9,21","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %",N/A,"1.686.070.497,08",N/A,N/A,N/A,N/A,N/A,N/A,8,N/A,1,N/A,N/A,N/A
CTXT11,Lajes Corporativas,"5,31","957,09","0,25","0,01","0,04 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","1,34 %","1,40 %","1,44 %","-49,65 %","99.614.785,81","48,33","0,11","0,19 %","-0,10 %","0,09 %","0,54 %",1,"57,65",2.265,N/A,"0,27 % a.a",N/A
CVBI11,Papéis,"85,34","1.201.771,39","0,91","1,05","1,22 %","3,67 %","7,51 %","14,67 %","1,22 %","1,25 %","1,22 %","10,31 %","-0,34 %","0,88 %","31,08 %","1.019.760.053,98","92,62","0,92","1,13 %","-1,32 %","-0,20 %","6,48 %",14,"18,84",84.172,"0,90 % a.a","0,10 % a.a",N/A
CVPR11,Indefinido,N/A,N/A,N/A,"0,89","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %",N/A,"59.907.960,02",N/A,N/A,N/A,N/A,N/A,N/A,14,N/A,3,N/A,N/A,N/A
CXAG11,Agências de Bancos,"72,92","118.513,22","0,66","0,70","0,94 %","3,45 %","6,48 %","12,58 %","1,15 %","1,08 %","1,05 %","8,55 %","-1,11 %","-0,18 %","19,80 %","230.922.327,70","110,46","0,66","1,06 %","-3,65 %","-2,63 %","15,91 %",32,"13,89",11.881,N/A,"0,58 % a.a",N/A
CXCE11B,Lajes Corporativas,"44,01","9.205,00","0,60","0,43","1,09 %","3,25 %","6,56 %","12,24 %","1,08 %","1,09 %","1,02 %","12,24 %","0,18 %","1,27 %","3,73 %","110.543.765,88","64,53","0,68","0,67 %","-1,63 %","-0,97 %","0,19 %",1,"22,21",3.247,N/A,"5,00 % a.a",N/A
CXCI11,Indefinido,"64,76","190.340,30","0,78","0,75","1,16 %","3,59 %","7,09 %","13,92 %","1,20 %","1,18 %","1,16 %","9,55 %","-4,88 %","-3,78 %","11,58 %","171.496.272,60","83,34","0,78","1,08 %","-10,49 %","-9,53 %","-7,58 %",14,"17,30",5.439,N/A,"0,70 % a.a","20,00 % a.a"
CXCO11,Lajes Corporativas,"57,12","83.910,30","0,60","0,66","1,11 %","3,90 %","7,41 %","14,17 %","1,30 %","1,24 %","1,18 %","10,16 %","-5,29 %","-4,24 %","23,24 %","377.113.247,49","96,09","0,59","1,08 %","-3,23 %","-2,19 %","10,22 %",10,"23,50",12.514,"0,13 % a.a","0,13 % a.a",N/A
CXRI11,Fundo de Fundos,"60,50","14.456,70","0,77","0,59","0,96 %","2,84 %","5,64 %","11,13 %","0,95 %","0,94 %","0,93 %","8,53 %","-2,71 %","-1,78 %","2,19 %","126.173.260,11","80,07","0,76","0,74 %","-3,12 %","-2,41 %","2,13 %",1,"40,33",1.802,N/A,"1,20 % a.a",N/A
CXTL11,Imóveis Industriais e Logísticos,"260,53","5.741,22","0,70","0,29","0,13 %","1,13 %","4,97 %","10,69 %","0,38 %","0,83 %","0,89 %","6,05 %","5,54 %","5,68 %","24,36 %","21.572.989,78","392,08","0,66","0,55 %","-19,90 %","-19,46 %","-32,48 %",1,"63,34",633,N/A,"0,35 % a.a",N/A
CYCR11,Indefinido,"8,62","417.350,26","0,92","0,11","1,23 %","3,81 %","7,61 %","14,58 %","1,27 %","1,27 %","1,22 %","10,19 %","-3,79 %","-2,61 %","21,50 %","341.690.640,98","9,35","0,92","1,24 %","-1,99 %","-0,78 %","-89,30 %",14,"17,13",18.051,N/A,"0,95 % a.a","20,00 % a.a"
DAMA11,Misto,"6,99","10.708,30","0,81","0,09","1,25 %","3,64 %","6,95 %","11,73 %","1,21 %","1,16 %","0,98 %","8,43 %","1,28 %","2,55 %","-14,40 %","46.490.935,33",N/A,N/A,N/A,N/A,N/A,N/A,14,"35,42",791,"0,60 % a.a","0,20 % a.a","25,00 % a.a"
DAMT11B,Shoppings,"11,45","23,00","0,76","0,40","3,50 %","3,50 %","3,50 %","3,50 %","1,17 %","0,58 %","0,29 %","3,50 %","-11,86 %","-8,77 %","-8,77 %","266.485.019,60",N/A,N/A,N/A,N/A,N/A,N/A,2,"11,75",525,N/A,N/A,N/A
DCRA11,Indefinido,"7,02","54.742,43","0,73","0,09","1,24 %","3,59 %","7,47 %","16,39 %","1,20 %","1,25 %","1,37 %","10,67 %","-4,34 %","-3,16 %","26,49 %","65.059.674,21","9,65","0,73","0,91 %","0,00 %","0,00 %","0,00 %",0,"20,14",15.979,"0,87 % a.a","0,17 % a.a","10,00 % a.a"
DEVA11,Papéis,"28,10","564.698,87","0,30","0,34","1,09 %","3,79 %","8,34 %","17,22 %","1,26 %","1,39 %","1,44 %","11,46 %","-9,58 %","-8,59 %","24,92 %","1.355.442.033,99","96,51","0,29","0,48 %","-4,73 %","-4,27 %","14,78 %",14,"25,47",87.039,"1,00 % a.a","0,20 % a.a","10,00 % a.a"
DLMT11,Varejo,N/A,N/A,N/A,"0,00","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %",N/A,"8.443.649,01",N/A,N/A,N/A,N/A,N/A,N/A,7,N/A,9,N/A,N/A,N/A
DPRO11,Indefinido,"5,81","490,43","0,69","0,06","1,01 %","2,89 %","5,72 %","11,53 %","0,96 %","0,95 %","0,96 %","7,90 %","-1,32 %","-0,33 %","11,73 %","45.757.870,31",N/A,N/A,N/A,N/A,N/A,N/A,1,"51,19",742,N/A,N/A,N/A
DRIT11B,Lajes Corporativas,"83,30","1.547,00","0,62","0,53","0,63 %","1,94 %","3,25 %","13,98 %","0,65 %","0,54 %","1,17 %","1,94 %","17,70 %","18,44 %","16,76 %","60.485.010,41","130,56","0,64","0,46 %","-1,36 %","-0,91 %","7,46 %",4,"29,85",348,N/A,"0,50 % a.a","15,00 % a.a"
DVFF11,Fundo de Fundos,"6,05","42.105,70","0,72","0,07","1,05 %","3,18 %","6,33 %","13,24 %","1,06 %","1,06 %","1,10 %","8,85 %","3,85 %","4,94 %","14,16 %","91.868.250,27","8,34","0,73","0,78 %","-90,85 %","-90,77 %","-89,93 %",14,"35,08",1.888,"0,65 % a.a","0,15 % a.a","20,00 % a.a"
EDFO11B,Lajes Corporativas,"229,98","7.938,50","0,56","0,49","0,42 %","2,45 %","5,30 %","11,89 %","0,82 %","0,88 %","0,99 %","3,59 %","-0,22 %","0,20 %","-17,93 %","49.670.858,85","210,47","1,09","0,60 %","9,69 %","10,35 %","20,16 %",1,"181,93",490,N/A,N/A,N/A
EDGA11,Lajes Corporativas,"14,66","62.138,48","0,32","0,08","0,49 %","1,02 %","2,68 %","5,08 %","0,34 %","0,45 %","0,42 %","3,48 %","-3,59 %","-3,11 %","6,65 %","178.068.035,06","46,99","0,31","0,17 %","-23,34 %","-23,21 %","-28,02 %",1,"23,27",3.994,N/A,"0,20 % a.a",N/A
EGAF11,Indefinido,"94,26","290.960,74","0,95","1,58","1,66 %","4,58 %","9,01 %","17,98 %","1,53 %","1,50 %","1,50 %","12,25 %","-0,05 %","1,61 %","35,01 %","310.835.558,50","310.835.558,50","0,00","0,00 %","0,00 %","0,00 %","0,00 %",0,"12,85",11.430,N/A,"1,20 % a.a","10,00 % a.a"
EMET11,Misto,"9,99","1.194.183,87","0,97","0,10","1,04 %","1,04 %","1,04 %","1,04 %","1,04 %","1,04 %","1,04 %","1,04 %","0,00 %","0,00 %",N/A,"50.847.381,65",N/A,N/A,N/A,N/A,N/A,N/A,14,"40,56",53,N/A,N/A,N/A
ENDD11,Indefinido,"105,70","340.958,87",N/A,"0,16","0,15 %","0,15 %","0,15 %","5,10 %","0,15 %","0,15 %","0,43 %","0,15 %","9,99 %","10,15 %","10,15 %",N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,"17,58",0,N/A,"0,30 % a.a",N/A
EQIA11,Fiagro,N/A,N/A,N/A,"0,45",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,0,N/A,N/A,N/A
EQIR11,Indefinido,"7,71","130.584,52","0,81","0,10","1,28 %","3,83 %","7,71 %","15,46 %","1,28 %","1,29 %","1,29 %","10,44 %","-3,21 %","-1,97 %","30,39 %","103.513.574,51","9,49","0,81","1,11 %","-2,77 %","-1,68 %","-89,69 %",14,"16,73",10.046,N/A,"1,00 % a.a",N/A
ERCR11,Varejo,"15.707,85",N/A,"0,90","2.558,14","0,00 %","0,00 %","0,00 %","16,74 %","0,00 %","0,00 %","1,40 %","0,93 %","0,00 %","0,00 %",N/A,"41.593.835,11","17.505,82","0,90","4,07 %","-73,69 %","-72,62 %","-70,95 %",14,"12,50",10,N/A,"0,10 % a.a",N/A
ERPA11,Lajes Corporativas,"125,84","11.813,00","0,79","0,94","0,74 %","1,47 %","3,52 %","6,67 %","0,49 %","0,59 %","0,56 %","4,76 %","-0,80 %","-0,06 %","0,97 %","79.892.902,91","159,49","0,79","0,59 %","16,36 %","17,04 %","43,99 %",2,"36,87",621,N/A,N/A,N/A
ESUD11,Indefinido,"315,99","1.579,95",N/A,"72,93","23,08 %","0,00 %","0,00 %","23,08 %","0,00 %","0,00 %","5,77 %","23,08 %","0,00 %","0,00 %",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,"26,87",0,N/A,N/A,N/A
ESUT11,Indefinido,"32,00","609,52",N/A,"67,49","210,90 %","0,00 %","0,00 %","210,90 %","0,00 %","0,00 %","52,73 %","210,90 %","0,00 %","0,00 %",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,"9,96",0,N/A,"0,35 % a.a",N/A
ESUU11,Indefinido,"32,00","3.200,00",N/A,"63,84","199,49 %","0,00 %","0,00 %","199,49 %","0,00 %","0,00 %","49,87 %","199,49 %","0,00 %","0,00 %",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,"10,03",0,N/A,N/A,N/A
EURO11,Imóveis Industriais e Logísticos,"230,99","21.646,48","0,70","2,00","0,79 %","2,46 %","5,06 %","10,33 %","0,82 %","0,84 %","0,86 %","6,91 %","6,31 %","7,15 %","28,95 %","126.643.041,61","329,85","0,70","0,60 %","1,58 %","2,18 %","13,83 %",7,"28,72",2.065,N/A,N/A,N/A
EVBI11,renda urbana,"9,50","32.194,42","1,03","0,11","1,05 %","2,88 %","5,14 %","9,85 %","0,96 %","0,86 %","0,82 %","9,85 %","5,74 %","6,85 %","23,48 %","411.540.046,98","9,86","0,96","0,96 %","-90,11 %","-90,02 %","-89,22 %",13,"14,99",1.313,"1,00 % a.a",N/A,"10,00 % a.a"
EXES11,Indefinido,"9,53","49.918,04","0,98","0,13","1,36 %","4,12 %","8,33 %","16,09 %","1,37 %","1,39 %","1,34 %","11,07 %","1,38 %","2,76 %","27,09 %","68.581.134,88",N/A,N/A,N/A,N/A,N/A,N/A,14,"15,92",760,N/A,"1,00 % a.a",N/A
FAED11,Educacional,"143,59","25.426,17","0,65","1,66","1,15 %","3,51 %","7,21 %","14,59 %","1,17 %","1,20 %","1,22 %","9,74 %","-2,01 %","-0,88 %","26,91 %","153.672.554,72","221,95","0,65","0,79 %","1,99 %","2,79 %","9,39 %",4,"19,42",4.168,N/A,N/A,N/A
FAMB11B,Lajes Corporativas,"609,99","47.041,93","0,18","1.001,61","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %",N/A,"424.524.340,32","3.593,26","0,17","0,25 %","0,53 %","0,79 %","12,82 %",1,"47,01",2.173,N/A,"2,50 % a.a",N/A
FAOE11,Indefinido,"926,90",N/A,"14,53","11,16","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %",N/A,"118.155.565,38",N/A,N/A,N/A,N/A,N/A,N/A,3,N/A,8.102,N/A,N/A,N/A
FATN11,Lajes Corporativas,"82,17","1.092.501,04","0,83","0,80","0,97 %","3,05 %","6,31 %","12,74 %","1,02 %","1,05 %","1,06 %","8,54 %","7,98 %","9,02 %","18,17 %","458.571.343,38","98,42","0,83","0,81 %","-0,60 %","0,21 %","5,68 %",54,"9,65",20.992,N/A,"0,80 % a.a",N/A
FCFL11,Educacional,"125,32","214.068,04","1,01","0,89","0,71 %","2,15 %","4,46 %","9,36 %","0,72 %","0,74 %","0,78 %","6,15 %","0,55 %","1,26 %","28,84 %","428.015.265,46","123,20","1,02","0,73 %","6,05 %","6,83 %","25,93 %",1,"16,89",3.059,N/A,"0,30 % a.a",N/A
FEXC11,Papéis,"83,50","860.137,12","0,10","0,50","0,00 %","1,08 %","4,14 %","11,48 %","0,36 %","0,69 %","0,96 %","0,00 %","0,00 %","0,00 %",N/A,"1.001.470.167,13","90,75","0,92","0,99 %","-1,13 %","-0,15 %","7,12 %",0,"14,57",36.232,"0,95 % a.a",N/A,N/A
FGAA11,Indefinido,"8,38","753.905,87","0,89","0,12","1,38 %","4,13 %","6,89 %","14,43 %","1,38 %","1,15 %","1,20 %","14,43 %","-1,02 %","0,34 %","48,76 %","423.677.987,49","9,40","0,89","0,64 %","0,00 %","0,00 %","0,00 %",0,"13,62",50.225,N/A,"1,15 % a.a","10,00 % a.a"
FIGS11,Shoppings,"46,98","124.287,04","0,62","0,48","0,98 %","3,02 %","6,02 %","11,68 %","1,01 %","1,00 %","0,97 %","8,06 %","5,96 %","7,00 %","16,14 %","217.378.624,05","76,27","0,62","0,63 %","-0,27 %","0,35 %","-19,27 %",2,"17,50",11.976,N/A,"0,50 % a.a",N/A
FIIB11,Imóveis Industriais e Logísticos,"510,50","110.688,17","1,08","3,58","0,70 %","2,25 %","4,58 %","9,33 %","0,75 %","0,76 %","0,78 %","6,17 %","0,10 %","0,80 %","15,63 %","325.711.119,73","475,49","1,07","0,84 %","3,03 %","3,90 %","14,25 %",9,"12,57",15.325,N/A,N/A,N/A
FIIP11B,Imóveis Industriais e Logísticos,"161,37","1.172,80","0,73","1,40","0,96 %","2,95 %","5,92 %","10,89 %","0,98 %","0,99 %","0,91 %","4,03 %","-1,78 %","-0,84 %","6,81 %","184.360.354,72","198,84","0,81","0,70 %","6,81 %","7,56 %","8,46 %",7,"11,96",6.586,N/A,N/A,N/A
FISC11,Lajes Corporativas,"74,99","128,89","0,64","0,50","0,00 %","1,53 %","3,95 %","8,61 %","0,51 %","0,66 %","0,72 %","5,46 %","0,00 %","0,00 %",N/A,"193.436.827,13","113,79","0,66","0,43 %","-1,10 %","-0,68 %","-0,19 %",5,"88,66",220,N/A,N/A,N/A
FLCR11,Papéis,"94,51","71.929,13","1,02","1,05","1,08 %","3,73 %","7,31 %","15,47 %","1,24 %","1,22 %","1,29 %","10,25 %","0,12 %","1,21 %","20,62 %","70.133.879,39","93,28","1,01","1,50 %","-5,22 %","-3,80 %","5,80 %",1,"8,81",3.024,N/A,"1,00 % a.a","20,00 % a.a"
FLFL11,Fundo de Desenvolvimento,N/A,N/A,N/A,"0,18","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %",N/A,"476.994.955,71",N/A,N/A,N/A,N/A,N/A,N/A,1,N/A,1,N/A,N/A,N/A
FLMA11,Lajes Corporativas,"135,91","89.461,87","0,61","1,02","0,77 %","2,59 %","4,75 %","9,88 %","0,86 %","0,79 %","0,82 %","6,42 %","0,14 %","0,91 %","12,41 %","304.634.612,00","220,64","0,62","0,49 %","37,68 %","38,36 %","51,01 %",2,"21,28",12.098,N/A,"0,12 % a.a",N/A
FLRP11,Shoppings,"20,19","14.382,00","0,99","0,14","0,68 %","2,74 %","4,95 %","9,26 %","0,91 %","0,83 %","0,77 %","6,49 %","-1,43 %","-0,76 %","22,20 %","150.432.515,53","20,33","0,99","1,43 %","-98,89 %","-98,87 %","-98,74 %",1,"45,09",1.566,N/A,N/A,N/A
FMOF11,Lajes Corporativas,"72,14","1.483,64","0,62","0,43","0,57 %","1,76 %","3,85 %","6,47 %","0,59 %","0,64 %","0,54 %","6,47 %","-3,83 %","-3,29 %","57,14 %","58.938.615,10","116,02","0,62","0,44 %","-2,17 %","-1,74 %","-4,80 %",2,"72,02",221,N/A,N/A,N/A
FPAB11,Lajes Corporativas,"210,09","91.658,87","0,63","1,35","0,56 %","1,25 %","3,45 %","6,95 %","0,42 %","0,58 %","0,58 %","4,92 %","22,74 %","23,43 %","17,01 %","267.840.260,25","357,12","0,59","0,38 %","-4,77 %","-4,41 %","-8,30 %",3,"72,08",705,N/A,N/A,N/A
FPOR11,Indefinido,"22,00","220,00",N/A,"0,07","0,00 %","0,18 %","0,18 %","0,18 %","0,18 %","0,18 %","0,18 %","0,18 %","0,00 %","0,00 %",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,"145,27",0,N/A,N/A,N/A
FRHY11,Indefinido,N/A,N/A,N/A,"1,03","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %",N/A,"2.167.937,93",N/A,N/A,N/A,N/A,N/A,N/A,14,N/A,7,N/A,N/A,N/A
FTCA11,Indefinido,"8,34","49.190,39","0,79","0,13","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %",N/A,"47.308.757,12","10,61","0,79","1,13 %","0,00 %","0,00 %","0,00 %",0,"23,27",7.706,"1,10 % a.a",N/A,N/A
FVPQ11,Shoppings,"69,80","50.255,13","0,45","0,81","1,12 %","3,92 %","6,93 %","12,08 %","1,31 %","1,16 %","1,01 %","9,57 %","2,61 %","3,75 %","78,42 %","436.452.649,82","155,87","0,45","0,50 %","-18,93 %","-18,53 %","-17,17 %",1,"29,46",3.938,N/A,"0,12 % a.a",N/A
FYTO11,Papéis,"7,94","168.262,22","0,82","0,10","1,25 %","3,86 %","7,68 %","15,25 %","1,29 %","1,28 %","1,27 %","10,40 %","-6,10 %","-4,93 %","20,20 %","148.545.762,24",N/A,N/A,N/A,N/A,N/A,N/A,0,"17,25",10.876,N/A,"1,10 % a.a",N/A
FZDA11,Indefinido,"135,00","2.324,75","0,72","4,11","3,40 %","0,00 %","3,40 %","3,40 %","0,00 %","1,70 %","1,70 %","3,40 %","-0,69 %","2,69 %","2,69 %","281.164.347,80","173,55","0,78","2,37 %","0,00 %","0,00 %","0,00 %",0,"72,06",306,N/A,N/A,N/A
