TICKER;PRECO;DY;P/L;P/VP;P/ATIVOS;MARGEM BRUTA;MARGEM EBIT;MARG. LIQUIDA;P/EBIT;EV/EBIT;DIVIDA LIQUIDA / EBIT;DIV. LIQ. / PATRI.;PSR;P/CAP. GIRO;P. AT CIR. LIQ.;LIQ. CORRENTE;ROE;ROA;ROIC;PATRIMONIO / ATIVOS;PASSIVOS / ATIVOS;GIRO ATIVOS;CAGR RECEITAS 5 ANOS;CAGR LUCROS 5 ANOS; LIQUIDEZ MEDIA DIARIA; VPA; LPA; PEG Ratio; VALOR DE MERCADO
PINE4;8,50;6,15;10,05;1,66;0,07;17,65;3,53;4,58;13,02;12,98;;;0,46;-1,44;-0,07;0,39;16,48;0,67;;0,04;0,96;0,15;25,71;;2.403.123,38;5,13;0,85;0,57;1.920.323.678,82
PPAR3;14,60;16,25;1,04;0,05;0,03;;;;0,97;-0,84;-1,81;-0,08;;0,52;-0,03;138,77;4,34;3,11;3,66;0,72;0,28;0,00;;35,50;;323,28;14,04;0,04;2.160.800,00
PPAR4;0,00;;0,00;0,00;0,00;;;;0,00;-0,84;-1,81;-0,08;;0,00;0,00;138,77;4,34;3,11;3,66;0,72;0,28;0,00;;35,50;;323,28;14,04;0,00;2.160.800,00
PPLA11;0,91;;0,43;256,13;4,65;;;;0,43;0,43;0,00;0,00;;;-256,13;1,00;59.960,00;1.088,20;59.960,00;0,02;0,98;0,00;;;2.002,53;0,00;2,13;0,00;2.561.346,06
PSSA3;51,68;4,55;10,71;2,31;0,66;100,00;8,64;8,36;10,35;7,27;-3,08;-0,69;0,89;10,43;-1,46;1,13;21,54;6,12;13,01;0,28;0,71;0,73;14,28;17,74;140.363.256,24;22,40;4,83;0,42;33.415.567.580,80
QVQP3B;0,28;;-64.371,22;89.708,83;89.708,83;;;;-59.805,89;-59.805,26;0,63;-0,95;;89.708,83;;;-139,36;-139,36;-150,00;1,00;0,00;0,00;;;0,00;0,00;0,00;-2.479,48;8.432.630.320,52
RPAD3;4,93;;-12,75;0,42;0,42;;;;-9,78;-6,67;2,95;-0,13;;3,34;-0,48;28,89;-3,33;-3,29;-4,69;0,99;0,01;0,00;;;494,50;11,61;-0,39;0,47;410.909.577,88
RPAD5;8,00;6,73;-20,69;0,69;0,68;;;;-15,87;-6,67;2,95;-0,13;;5,41;-0,78;28,89;-3,33;-3,29;-4,69;0,99;0,01;0,00;;;1.399,67;11,61;-0,39;0,76;410.909.577,88
RPAD6;4,76;;-12,31;0,41;0,41;;;;-9,44;-6,67;2,95;-0,13;;3,22;-0,47;28,89;-3,33;-3,29;-4,69;0,99;0,01;0,00;;;1.485,50;11,61;-0,39;0,45;410.909.577,88
SANB11;29,08;5,99;9,25;0,89;0,09;39,14;10,65;7,79;6,77;6,77;;;0,72;-0,21;-0,09;0,04;9,64;0,95;;0,10;0,90;0,12;13,50;-6,66;54.686.486,81;32,61;3,14;0,79;109.028.641.481,54
SANB3;13,94;5,95;8,87;0,85;0,08;39,14;10,65;7,79;6,49;6,77;;;0,69;-0,20;-0,09;0,04;9,64;0,95;;0,10;0,90;0,12;13,50;-6,66;600.070,67;16,31;1,57;0,76;109.028.641.481,54
SANB4;15,12;6,02;9,62;0,93;0,09;39,14;10,65;7,79;7,04;6,77;;;0,75;-0,22;-0,09;0,04;9,64;0,95;;0,10;0,90;0,12;13,50;-6,66;1.022.503,48;16,31;1,57;0,82;109.028.641.481,54
SCAR3;20,58;8,48;-24,07;0,78;0,41;42,35;20,73;-12,25;14,22;23,08;8,86;0,48;2,95;2,11;-0,56;3,68;-3,23;-1,71;2,21;0,53;0,47;0,14;6,45;;626.775,19;26,48;-0,86;0,20;1.188.234.025,02
SIMH3;5,94;1,18;-13,59;1,54;0,06;25,94;16,44;-0,89;0,74;7,30;6,57;13,73;0,12;0,57;-0,09;1,46;-11,36;-0,45;10,82;0,04;0,92;0,51;33,49;;18.574.512,48;3,85;-0,44;0,68;5.185.860.766,02
SPRT3B;76,40;;-1.707,98;3.026,97;2.817,07;;;;-1.708,97;-1.708,36;0,60;-1,07;;3.026,97;;14,42;-177,23;-164,94;-177,12;0,93;0,07;0,00;;;;0,03;-0,04;-46,02;370.531.748,80
SULA11;20,76;;48,73;1,06;0,29;4,25;-3,34;0,83;-12,06;7,41;19,47;-1,71;0,40;0,79;-0,85;2,29;2,17;0,60;-9,49;0,28;0,72;0,73;4,58;-23,56;313.020.093,00;19,64;0,43;-0,88;8.840.533.965,20
SULA3;7,43;;52,32;1,13;0,31;4,25;-3,34;0,83;-12,95;7,41;19,47;-1,71;0,43;0,85;-0,91;2,29;2,17;0,60;-9,49;0,28;0,72;0,73;4,58;-23,56;;6,55;0,14;-0,95;8.840.533.965,20
SULA4;7,63;;53,73;1,17;0,32;4,25;-3,34;0,83;-13,30;7,41;19,47;-1,71;0,44;0,88;-0,93;2,29;2,17;0,60;-9,49;0,28;0,72;0,73;4,58;-23,56;;6,55;0,14;-0,97;8.840.533.965,20
SYNE3;5,05;9,08;6,55;0,74;0,28;52,55;51,05;36,56;4,69;3,22;-1,47;-0,23;2,39;1,40;-0,39;3,39;11,34;4,28;4,98;0,38;0,35;0,12;23,59;29,12;9.187.611,43;6,80;0,77;-0,09;770.854.447,25
WIZC3;8,44;2,97;7,30;2,10;0,55;61,85;44,23;13,63;2,25;2,41;0,16;0,15;1,00;-33,72;-0,71;0,93;28,76;7,56;24,12;0,26;0,48;0,55;13,02;-2,88;2.804.847,43;4,02;1,16;1,18;1.349.617.460,08
